userId,movieId,rating,timestamp
3,82,4.3,978300281
3,83,4.6,978300282
3,84,2.6,978300283
3,85,3.5,978300284
3,86,4.0,978300285
3,87,3.7,978300286
3,88,2.9,978300287
3,89,2.7,978300288
3,90,3.4,978300289
3,91,4.2,978300290
3,92,4.3,978300291
3,93,3.3,978300292
3,94,4.0,978300293
3,95,1.7,978300294
3,96,2.2,978300295
3,97,1.9,978300296
3,98,1.5,978300297
3,99,4.7,978300298
3,100,1.9,978300299
4,1,4.2,978300300
4,2,1.2,978300301
4,3,1.4,978300302
4,4,1.6,978300303
4,5,4.4,978300304
4,6,4.3,978300305
4,7,3.0,978300306
4,8,4.6,978300307
4,9,1.7,978300308
4,10,2.5,978300309
4,11,2.8,978300310
4,12,4.8,978300311
4,13,1.9,978300312
4,14,3.0,978300313
4,15,3.6,978300314
4,16,3.9,978300315
4,17,1.6,978300316
4,18,4.5,978300317
4,19,1.8,978300318
4,20,1.3,978300319
4,21,1.4,978300320
4,22,3.1,978300321
4,23,4.1,978300322
4,24,3.0,978300323
4,25,4.9,978300324
4,26,1.2,978300325
4,27,2.7,978300326
4,28,1.8,978300327
4,29,3.0,978300328
4,30,2.4,978300329
4,31,2.1,978300330
4,32,1.9,978300331
4,33,4.4,978300332
4,34,2.3,978300333
4,35,1.6,978300334
4,36,2.2,978300335
4,37,3.1,978300336
4,38,2.1,978300337
4,39,4.1,978300338
4,40,2.2,978300339
4,41,1.8,978300340
4,42,2.7,978300341
4,43,4.7,978300342
4,44,1.0,978300343
4,45,4.9,978300344
4,46,3.5,978300345
4,47,2.1,978300346
4,48,2.7,978300347
4,49,1.9,978300348
4,50,4.1,978300349
4,51,3.0,978300350
4,52,3.9,978300351
4,53,4.5,978300352
4,54,4.1,978300353
4,55,2.0,978300354
4,56,3.0,978300355
4,57,1.4,978300356
4,58,4.3,978300357
4,59,4.0,978300358
4,60,4.4,978300359
4,61,1.1,978300360
4,62,4.2,978300361
4,63,1.2,978300362
4,64,1.4,978300363
4,65,1.2,978300364
4,66,2.1,978300365
4,67,3.5,978300366
4,68,4.7,978300367
4,69,4.7,978300368
4,70,4.1,978300369
4,71,2.3,978300370
4,72,1.1,978300371
4,73,3.5,978300372
4,74,4.5,978300373
4,75,1.1,978300374
4,76,4.9,978300375
4,77,2.9,978300376
4,78,3.1,978300377
4,79,4.3,978300378
4,80,4.2,978300379
4,81,3.8,978300380
4,82,2.7,978300381
4,83,4.5,978300382
4,84,4.0,978300383
4,85,5.0,978300384
4,86,2.4,978300385
4,87,2.6,978300386
4,88,2.7,978300387
4,89,4.1,978300388
4,90,4.6,978300389
4,91,1.3,978300390
4,92,4.9,978300391
4,93,1.1,978300392
4,94,3.8,978300393
4,95,2.7,978300394
4,96,1.8,978300395
4,97,1.6,978300396
4,98,3.0,978300397
4,99,4.6,978300398
4,100,2.7,978300399
5,1,3.9,978300400
5,2,3.0,978300401
5,3,1.2,978300402
5,4,2.5,978300403
5,5,3.0,978300404
5,6,2.7,978300405
5,7,1.1,978300406
5,8,1.9,978300407
5,9,4.5,978300408
5,10,2.0,978300409
5,11,1.3,978300410
5,12,1.8,978300411
5,13,1.8,978300412
5,14,4.2,978300413
5,15,4.8,978300414
5,16,2.8,978300415
5,17,3.7,978300416
5,18,2.0,978300417
5,19,4.8,978300418
5,20,1.9,978300419
5,21,2.8,978300420
5,22,1.6,978300421
5,23,4.4,978300422
5,24,1.4,978300423
5,25,3.3,978300424
5,26,3.8,978300425
5,27,4.8,978300426
5,28,3.2,978300427
5,29,1.4,978300428
5,30,4.6,978300429
5,31,1.9,978300430
5,32,2.5,978300431
5,33,1.8,978300432
5,34,3.4,978300433
5,35,2.5,978300434
5,36,4.3,978300435
5,37,3.8,978300436
5,38,1.1,978300437
5,39,3.6,978300438
5,40,3.9,978300439
5,41,2.3,978300440
5,42,1.6,978300441
5,43,1.4,978300442
5,44,1.1,978300443
5,45,3.2,978300444
5,46,3.2,978300445
5,47,1.0,978300446
5,48,4.6,978300447
5,49,3.0,978300448
5,50,4.1,978300449
5,51,4.0,978300450
5,52,2.1,978300451
5,53,2.9,978300452
5,54,1.2,978300453
5,55,4.4,978300454
5,56,2.0,978300455
5,57,4.1,978300456
5,58,4.0,978300457
5,59,2.8,978300458
5,60,3.5,978300459
5,61,2.4,978300460
5,62,3.1,978300461
5,63,2.0,978300462
5,64,4.5,978300463
5,65,4.6,978300464
5,66,1.7,978300465
5,67,3.8,978300466
5,68,1.0,978300467
5,69,3.4,978300468
5,70,3.0,978300469
5,71,4.7,978300470
5,72,2.7,978300471
5,73,1.4,978300472
5,74,1.6,978300473
5,75,2.6,978300474
5,76,2.2,978300475
5,77,1.2,978300476
5,78,3.4,978300477
5,79,3.9,978300478
5,80,2.3,978300479
5,81,4.2,978300480
5,82,3.4,978300481
5,83,2.3,978300482
5,84,3.8,978300483
5,85,1.4,978300484
5,86,1.8,978300485
5,87,2.1,978300486
5,88,4.7,978300487
5,89,3.5,978300488
5,90,3.2,978300489
5,91,2.0,978300490
5,92,3.1,978300491
5,93,3.6,978300492
5,94,4.3,978300493
5,95,4.1,978300494
5,96,2.3,978300495
5,97,4.1,978300496
5,98,2.3,978300497
5,99,2.6,978300498
5,100,2.4,978300499
6,1,4.2,978300500
6,2,3.0,978300501
6,3,1.8,978300502
6,4,2.0,978300503
6,5,4.6,978300504
6,6,3.5,978300505
6,7,2.9,978300506
6,8,2.1,978300507
6,9,4.7,978300508
6,10,3.4,978300509
6,11,3.2,978300510
6,12,2.0,978300511
6,13,2.8,978300512
6,14,3.8,978300513
6,15,4.0,978300514
6,16,1.5,978300515
6,17,5.0,978300516
6,18,3.5,978300517
6,19,3.5,978300518
6,20,2.7,978300519
6,21,3.6,978300520
6,22,2.3,978300521
6,23,4.1,978300522
6,24,3.4,978300523
6,25,4.3,978300524
6,26,4.8,978300525
6,27,2.3,978300526
6,28,4.7,978300527
6,29,1.1,978300528
6,30,2.0,978300529
6,31,3.9,978300530
6,32,2.2,978300531
6,33,1.2,978300532
6,34,4.2,978300533
6,35,2.3,978300534
6,36,3.8,978300535
6,37,2.2,978300536
6,38,2.6,978300537
6,39,4.9,978300538
6,40,4.8,978300539
6,41,2.1,978300540
6,42,4.6,978300541
6,43,3.2,978300542
6,44,2.1,978300543
6,45,1.8,978300544
6,46,4.9,978300545
6,47,2.5,978300546
6,48,4.9,978300547
6,49,2.2,978300548
6,50,3.2,978300549
6,51,2.5,978300550
6,52,2.0,978300551
6,53,1.3,978300552
6,54,2.2,978300553
6,55,3.4,978300554
6,56,1.8,978300555
6,57,1.2,978300556
6,58,4.9,978300557
6,59,2.2,978300558
6,60,3.5,978300559
6,61,2.8,978300560
6,62,1.7,978300561
6,63,2.0,978300562
6,64,3.9,978300563
6,65,1.9,978300564
6,66,2.6,978300565
6,67,4.6,978300566
6,68,4.9,978300567
6,69,2.5,978300568
6,70,2.3,978300569
6,71,3.4,978300570
6,72,2.8,978300571
6,73,4.3,978300572
6,74,3.2,978300573
6,75,3.6,978300574
6,76,3.1,978300575
6,77,2.4,978300576
6,78,3.9,978300577
6,79,3.2,978300578
6,80,3.4,978300579
6,81,2.8,978300580
6,82,1.8,978300581
6,83,1.2,978300582
6,84,2.2,978300583
6,85,3.9,978300584
6,86,3.4,978300585
6,87,3.1,978300586
6,88,1.2,978300587
6,89,4.6,978300588
6,90,2.7,978300589
6,91,3.3,978300590
6,92,2.8,978300591
6,93,4.6,978300592
6,94,4.8,978300593
6,95,4.7,978300594
6,96,2.4,978300595
6,97,3.7,978300596
6,98,3.2,978300597
6,99,3.6,978300598
6,100,4.8,978300599
7,1,1.9,978300600
7,2,2.4,978300601
7,3,2.3,978300602
7,4,3.2,978300603
7,5,2.7,978300604
7,6,4.6,978300605
7,7,1.3,978300606
7,8,4.3,978300607
7,9,4.9,978300608
7,10,2.6,978300609
7,11,4.8,978300610
7,12,3.9,978300611
7,13,1.9,978300612
7,14,1.4,978300613
7,15,3.0,978300614
7,16,4.8,978300615
7,17,4.5,978300616
7,18,2.6,978300617
7,19,1.4,978300618
7,20,2.2,978300619
7,21,3.1,978300620
7,22,3.8,978300621
7,23,1.1,978300622
7,24,2.3,978300623
7,25,1.4,978300624
7,26,3.4,978300625
7,27,1.9,978300626
7,28,4.9,978300627
7,29,1.3,978300628
7,30,3.1,978300629
7,31,3.5,978300630
7,32,4.9,978300631
7,33,2.3,978300632
7,34,3.4,978300633
7,35,2.5,978300634
7,36,2.1,978300635
7,37,3.3,978300636
7,38,5.0,978300637
7,39,3.6,978300638
7,40,3.4,978300639
7,41,2.6,978300640
7,42,1.5,978300641
7,43,4.4,978300642
7,44,1.1,978300643
7,45,3.7,978300644
7,46,3.4,978300645
7,47,5.0,978300646
7,48,2.7,978300647
7,49,4.6,978300648
7,50,2.2,978300649
7,51,2.0,978300650
7,52,2.3,978300651
7,53,4.4,978300652
7,54,1.3,978300653
7,55,2.9,978300654
7,56,3.3,978300655
7,57,3.3,978300656
7,58,3.2,978300657
7,59,3.3,978300658
7,60,1.1,978300659
7,61,4.5,978300660
7,62,2.0,978300661
7,63,1.2,978300662
7,64,2.8,978300663
7,65,4.3,978300664
7,66,1.8,978300665
7,67,4.9,978300666
7,68,4.9,978300667
7,69,1.7,978300668
7,70,2.5,978300669
7,71,4.0,978300670
7,72,2.5,978300671
7,73,1.8,978300672
7,74,2.9,978300673
7,75,4.2,978300674
7,76,3.1,978300675
7,77,3.3,978300676
7,78,2.1,978300677
7,79,1.6,978300678
7,80,4.8,978300679
7,81,1.3,978300680
7,82,2.2,978300681
7,83,4.8,978300682
7,84,3.7,978300683
7,85,4.7,978300684
7,86,1.6,978300685
7,87,1.1,978300686
7,88,2.2,978300687
7,89,4.2,978300688
7,90,3.9,978300689
7,91,1.5,978300690
7,92,1.0,978300691
7,93,1.8,978300692
7,94,1.5,978300693
7,95,2.7,978300694
7,96,2.2,978300695
7,97,4.5,978300696
7,98,4.9,978300697
7,99,1.3,978300698
7,100,3.6,978300699
8,1,1.6,978300700
8,2,3.8,978300701
8,3,1.3,978300702
8,4,1.8,978300703
8,5,1.2,978300704
8,6,3.1,978300705
8,7,4.0,978300706
8,8,1.1,978300707
8,9,2.2,978300708
8,10,1.0,978300709
8,11,1.5,978300710
8,12,3.4,978300711
8,13,3.7,978300712
8,14,2.4,978300713
8,15,3.3,978300714
8,16,4.9,978300715
8,17,1.2,978300716
8,18,3.9,978300717
8,19,3.2,978300718
8,20,1.1,978300719
8,21,1.4,978300720
8,22,1.4,978300721
8,23,1.8,978300722
8,24,1.3,978300723
8,25,1.8,978300724
8,26,2.2,978300725
8,27,2.7,978300726
8,28,1.9,978300727
8,29,3.2,978300728
8,30,1.4,978300729
8,31,1.3,978300730
8,32,3.4,978300731
8,33,3.7,978300732
8,34,3.4,978300733
8,35,1.5,978300734
8,36,4.9,978300735
8,37,3.5,978300736
8,38,1.5,978300737
8,39,2.6,978300738
8,40,3.3,978300739
8,41,2.8,978300740
8,42,1.5,978300741
8,43,3.2,978300742
8,44,1.6,978300743
8,45,2.2,978300744
8,46,1.5,978300745
8,47,2.9,978300746
8,48,2.3,978300747
8,49,3.5,978300748
8,50,1.1,978300749
8,51,1.7,978300750
8,52,2.9,978300751
8,53,2.2,978300752
8,54,2.7,978300753
8,55,2.5,978300754
8,56,3.4,978300755
8,57,2.0,978300756
8,58,1.6,978300757
8,59,3.4,978300758
8,60,2.6,978300759
8,61,4.7,978300760
8,62,2.2,978300761
8,63,2.8,978300762
8,64,2.3,978300763
8,65,2.5,978300764
8,66,3.4,978300765
8,67,2.0,978300766
8,68,4.3,978300767
8,69,2.9,978300768
8,70,2.1,978300769
8,71,1.2,978300770
8,72,3.0,978300771
8,73,4.1,978300772
8,74,3.6,978300773
8,75,1.8,978300774
8,76,1.2,978300775
8,77,4.3,978300776
8,78,3.3,978300777
8,79,1.7,978300778
8,80,1.7,978300779
8,81,3.8,978300780
8,82,4.8,978300781
8,83,4.7,978300782
8,84,3.3,978300783
8,85,2.7,978300784
8,86,3.8,978300785
8,87,2.9,978300786
8,88,3.7,978300787
8,89,1.3,978300788
8,90,4.5,978300789
8,91,1.9,978300790
8,92,3.8,978300791
8,93,3.5,978300792
8,94,1.2,978300793
8,95,2.4,978300794
8,96,2.0,978300795
8,97,2.2,978300796
8,98,2.8,978300797
8,99,3.1,978300798
8,100,1.1,978300799
9,1,4.0,978300800
9,2,4.8,978300801
9,3,1.5,978300802
9,4,3.3,978300803
9,5,1.3,978300804
9,6,2.4,978300805
9,7,1.5,978300806
9,8,3.0,978300807
9,9,3.9,978300808
9,10,1.1,978300809
9,11,2.5,978300810
9,12,1.5,978300811
9,13,2.9,978300812
9,14,1.2,978300813
9,15,1.9,978300814
9,16,3.3,978300815
9,17,1.1,978300816
9,18,3.3,978300817
9,19,4.2,978300818
9,20,4.8,978300819
9,21,4.7,978300820
9,22,3.1,978300821
9,23,2.0,978300822
9,24,1.8,978300823
9,25,1.7,978300824
9,26,2.6,978300825
9,27,4.2,978300826
9,28,1.6,978300827
9,29,2.2,978300828
9,30,4.2,978300829
9,31,4.5,978300830
9,32,4.8,978300831
9,33,2.3,978300832
9,34,2.4,978300833
9,35,3.6,978300834
9,36,2.8,978300835
9,37,2.8,978300836
9,38,2.6,978300837
9,39,4.3,978300838
9,40,1.2,978300839
9,41,4.5,978300840
9,42,2.4,978300841
9,43,3.5,978300842
9,44,3.8,978300843
9,45,3.0,978300844
9,46,4.7,978300845
9,47,4.6,978300846
9,48,3.5,978300847
9,49,4.0,978300848
9,50,2.0,978300849
9,51,3.0,978300850
9,52,4.3,978300851
9,53,3.7,978300852
9,54,3.1,978300853
9,55,5.0,978300854
9,56,5.0,978300855
9,57,5.0,978300856
9,58,4.2,978300857
9,59,2.3,978300858
9,60,1.1,978300859
9,61,1.1,978300860
9,62,2.1,978300861
9,63,3.7,978300862
9,64,2.4,978300863
9,65,3.9,978300864
9,66,3.7,978300865
9,67,4.6,978300866
9,68,1.2,978300867
9,69,1.7,978300868
9,70,4.8,978300869
9,71,1.6,978300870
9,72,1.1,978300871
9,73,1.8,978300872
9,74,4.4,978300873
9,75,3.4,978300874
9,76,3.4,978300875
9,77,2.4,978300876
9,78,3.7,978300877
9,79,2.2,978300878
9,80,3.8,978300879
9,81,3.7,978300880
9,82,4.3,978300881
9,83,1.1,978300882
9,84,1.7,978300883
9,85,4.0,978300884
9,86,3.3,978300885
9,87,4.7,978300886
9,88,2.0,978300887
9,89,4.1,978300888
9,90,2.9,978300889
9,91,2.8,978300890
9,92,4.3,978300891
9,93,4.8,978300892
9,94,1.2,978300893
9,95,1.9,978300894
9,96,3.4,978300895
9,97,1.5,978300896
9,98,3.2,978300897
9,99,1.1,978300898
9,100,4.8,978300899
10,1,3.4,978300900
10,2,3.8,978300901
10,3,4.8,978300902
10,4,1.3,978300903
10,5,2.5,978300904
10,6,3.6,978300905
10,7,4.0,978300906
10,8,2.9,978300907
10,9,1.3,978300908
10,10,4.0,978300909
10,11,3.6,978300910
10,12,4.6,978300911
10,13,4.9,978300912
10,14,4.2,978300913
10,15,3.3,978300914
10,16,2.3,978300915
10,17,3.6,978300916
10,18,4.2,978300917
10,19,3.9,978300918
10,20,3.5,978300919
10,21,1.3,978300920
10,22,2.6,978300921
10,23,2.7,978300922
10,24,1.9,978300923
10,25,2.0,978300924
10,26,4.2,978300925
10,27,1.2,978300926
10,28,2.9,978300927
10,29,2.9,978300928
10,30,1.8,978300929
10,31,3.0,978300930
10,32,3.9,978300931
10,33,2.4,978300932
10,34,2.1,978300933
10,35,3.3,978300934
10,36,4.7,978300935
10,37,4.0,978300936
10,38,2.5,978300937
10,39,1.1,978300938
10,40,2.7,978300939
10,41,2.3,978300940
10,42,2.9,978300941
10,43,2.1,978300942
10,44,1.2,978300943
10,45,2.7,978300944
10,46,1.7,978300945
10,47,4.4,978300946
10,48,2.0,978300947
10,49,4.0,978300948
10,50,1.6,978300949
10,51,4.3,978300950
10,52,2.5,978300951
10,53,4.8,978300952
10,54,4.3,978300953
10,55,1.6,978300954
10,56,2.6,978300955
10,57,2.3,978300956
10,58,3.5,978300957
10,59,1.6,978300958
10,60,3.7,978300959
10,61,4.7,978300960
10,62,4.7,978300961
10,63,3.5,978300962
10,64,3.1,978300963
10,65,3.3,978300964
10,66,4.3,978300965
10,67,1.6,978300966
10,68,4.6,978300967
10,69,2.4,978300968
10,70,2.0,978300969
10,71,4.0,978300970
10,72,1.4,978300971
10,73,2.8,978300972
10,74,2.1,978300973
10,75,1.5,978300974
10,76,1.2,978300975
10,77,4.0,978300976
10,78,4.5,978300977
10,79,3.3,978300978
10,80,2.6,978300979
10,81,2.2,978300980
10,82,2.1,978300981
10,83,2.4,978300982
10,84,4.4,978300983
10,85,2.0,978300984
10,86,3.8,978300985
10,87,3.7,978300986
10,88,4.9,978300987
10,89,2.5,978300988
10,90,3.4,978300989
10,91,4.4,978300990
10,92,4.8,978300991
10,93,3.6,978300992
10,94,1.0,978300993
10,95,4.4,978300994
10,96,1.2,978300995
10,97,4.7,978300996
10,98,3.2,978300997
10,99,2.2,978300998
10,100,4.9,978300999
